,Noun,Year,Artist
988,Nutte,2007,K.I.Z
989,Hurensohn,2007,K.I.Z
990,Sack,2007,K.I.Z
991,Fotze,2007,K.I.Z
992,Luder,2007,K.I.Z
993,Luder,2007,K.I.Z
994,Nutte,2007,K.I.Z
995,Hurensohn,2007,K.I.Z
996,Fotze,2007,K.I.Z
997,Schlampe,2007,K.I.Z
998,Sack,2007,K.I.Z
999,Sack,2007,K.I.Z
1000,Arschloch,2007,K.I.Z
1001,Schlampe,2007,K.I.Z
1002,Schlampe,2007,K.I.Z
1003,Schlampe,2007,K.I.Z
1004,Hurensohn,2007,K.I.Z
1005,Fotze,2007,K.I.Z
1006,Sack,2007,K.I.Z
1007,Fotze,2007,K.I.Z
1008,Sack,2007,K.I.Z
1009,Sau,2007,K.I.Z
1010,Sack,2007,K.I.Z
1011,Sack,2007,K.I.Z
1012,Sau,2009,K.I.Z
1013,Sau,2009,K.I.Z
1014,Sau,2009,K.I.Z
1015,Sau,2009,K.I.Z
1016,Sau,2009,K.I.Z
1017,Sau,2009,K.I.Z
1018,Sau,2009,K.I.Z
1019,Sau,2009,K.I.Z
1020,Schlampe,2009,K.I.Z
1021,Nazi,2009,K.I.Z
1022,Sozialschmarotzer,2009,K.I.Z
1023,Nazi,2009,K.I.Z
1024,Schlampe,2009,K.I.Z
1025,Schwein,2009,K.I.Z
1026,Hurensohn,2009,K.I.Z
1027,Hure,2009,K.I.Z
1028,Weib,2009,K.I.Z
1029,Schlampe,2009,K.I.Z
1030,Arschloch,2009,K.I.Z
1031,Arschloch,2009,K.I.Z
1032,Arschloch,2009,K.I.Z
1033,Schlampe,2009,K.I.Z
1034,Wichser,2009,K.I.Z
1035,Wichser,2009,K.I.Z
1036,Sack,2009,K.I.Z
1037,Sack,2009,K.I.Z
1038,Fotze,2009,K.I.Z
1039,Sack,2009,K.I.Z
1040,Prolet,2009,K.I.Z
1041,Rüpel,2009,K.I.Z
1042,Sau,2009,K.I.Z
1043,Sack,2011,K.I.Z
1044,Hurensohn,2011,K.I.Z
1045,Macker,2011,K.I.Z
1046,Sau,2011,K.I.Z
1047,Arschloch,2011,K.I.Z
1048,Sau,2011,K.I.Z
1049,Idiot,2011,K.I.Z
1050,Hexe,2011,K.I.Z
1051,Schwein,2011,K.I.Z
1052,Bastard,2011,K.I.Z
1053,Fotze,2011,K.I.Z
1054,Bastard,2011,K.I.Z
1055,Bastard,2011,K.I.Z
1056,Nutte,2011,K.I.Z
1057,Bastard,2011,K.I.Z
1058,Bastard,2011,K.I.Z
1059,Bastard,2011,K.I.Z
1060,Bastard,2011,K.I.Z
1061,Nutte,2011,K.I.Z
1062,Sack,2011,K.I.Z
1063,Bastard,2011,K.I.Z
1064,Nutte,2011,K.I.Z
1065,Sack,2011,K.I.Z
1066,Schlampe,2011,K.I.Z
1067,Sack,2011,K.I.Z
1068,Schlampe,2011,K.I.Z
1069,Wichser,2011,K.I.Z
1070,Wichser,2011,K.I.Z
1071,Hurensohn,2013,K.I.Z
1072,Schlampe,2013,K.I.Z
1073,Nutte,2013,K.I.Z
1074,Schlampe,2013,K.I.Z
1075,Hurensohn,2013,K.I.Z
1076,Schlampe,2013,K.I.Z
1077,Bastard,2013,K.I.Z
1078,Hurensohn,2013,K.I.Z
1079,Schlampe,2013,K.I.Z
1080,Sau,2013,K.I.Z
1081,Tunte,2013,K.I.Z
1082,Sack,2013,K.I.Z
1083,Nutte,2013,K.I.Z
1084,Schlampe,2013,K.I.Z
1085,Schlampe,2013,K.I.Z
1086,Schwein,2013,K.I.Z
1087,Schlampe,2013,K.I.Z
1088,Schlampe,2013,K.I.Z
1089,Nutte,2013,K.I.Z
1090,Nutte,2013,K.I.Z
1091,Nutte,2013,K.I.Z
1092,Schlampe,2013,K.I.Z
1093,Nutte,2013,K.I.Z
1094,Schlampe,2015,K.I.Z
1095,Sozialschmarotzer,2015,K.I.Z
1096,Mitläufer,2015,K.I.Z
1097,Schlampe,2015,K.I.Z
1098,Idiot,2015,K.I.Z
1099,Idiot,2015,K.I.Z
1100,Idiot,2015,K.I.Z
1101,Hure,2015,K.I.Z
1102,Idiot,2015,K.I.Z
1103,Schlampe,2015,K.I.Z
1104,Nutte,2015,K.I.Z
1105,Schlampe,2015,K.I.Z
1106,Nutte,2020,K.I.Z
1107,Nutte,2020,K.I.Z
1108,Nutte,2020,K.I.Z
1109,Nutte,2020,K.I.Z
1110,Nutte,2020,K.I.Z
1111,Nutte,2020,K.I.Z
1112,Nutte,2020,K.I.Z
1113,Nutte,2020,K.I.Z
1114,Nutte,2020,K.I.Z
1115,Hurensohn,2020,K.I.Z
1116,Bitch,2020,K.I.Z
1117,Nutte,2020,K.I.Z
1118,Bitch,2020,K.I.Z
1119,Sau,2020,K.I.Z
1120,Bitch,2020,K.I.Z
1121,Hurensohn,2020,K.I.Z
1122,Hurensohn,2020,K.I.Z
1123,Nutte,2020,K.I.Z
1124,Wichser,2021,K.I.Z
1125,Wichser,2021,K.I.Z
1126,Schwuchtel,2022,K.I.Z
1127,Spießer,2022,K.I.Z
1128,Nazi,2021,Danger Dan
1129,Wichser,2018,Danger Dan
1130,Wichser,2018,Danger Dan
1131,Wichser,2018,Danger Dan
1132,Wichser,2018,Danger Dan
1133,Taugenichts,2018,Danger Dan
1134,Trottel,2018,Danger Dan
1135,Trottel,2018,Danger Dan
1136,Lauch,2018,Danger Dan
1137,Vandale,2018,Danger Dan
1138,Sack,2018,Danger Dan
1139,Arschloch,2012,NMZS
1140,Hurensohn,2012,NMZS
1141,Hurensohn,2012,Danger Dan
1142,Wichser,2012,Danger Dan
1143,Wichser,2012,Danger Dan
1144,Idiot,2012,Danger Dan
1145,Idiot,2012,Danger Dan
1146,Idiot,2012,Danger Dan
1147,Idiot,2012,Danger Dan
1148,Idiot,2012,Danger Dan
1149,Idiot,2012,Danger Dan
1150,Idiot,2012,Danger Dan
1151,Idiot,2012,Danger Dan
1152,Idiot,2012,Danger Dan
1153,Idiot,2012,Danger Dan
1154,Idiot,2012,Danger Dan
1155,Idiot,2012,Danger Dan
1156,Idiot,2012,Danger Dan
1157,Idiot,2012,Danger Dan
1158,Idiot,2012,Danger Dan
1159,Idiot,2012,Danger Dan
1160,Idiot,2012,Danger Dan
1161,Idiot,2012,Danger Dan
1162,Idiot,2012,Danger Dan
1163,Idiot,2012,Danger Dan
1164,Idiot,2012,Danger Dan
1165,Idiot,2012,Danger Dan
1166,Idiot,2012,Danger Dan
1167,Idiot,2012,Danger Dan
1168,Idiot,2012,Danger Dan
1169,Idiot,2012,Danger Dan
1170,Idiot,2012,Danger Dan
1171,Idiot,2012,Danger Dan
1172,Idiot,2012,Danger Dan
1173,Idiot,2012,Danger Dan
1174,Hurensohn,2012,Danger Dan
1175,Taugenichts,2023,BRUCKNER
1176,Bursche,2023,Juli Gilde
1177,Schwein,2023,Juli Gilde
1178,Wurm,2023,Juli Gilde
1179,Wurm,2023,Juli Gilde
1180,Pedant,2023,Juli Gilde
1181,Wurm,2023,Juli Gilde
1182,Narr,2023,toksi
1183,Weib,2023,toksi
1184,Arschloch,2017,Faber
1185,Nutte,2017,Faber
1186,Arschloch,2017,Faber
1187,Arschloch,2017,Faber
1188,Nutte,2017,Faber
1189,Sack,2016,Matze Rossi
1190,Sau,2016,Matze Rossi
1191,Schlampe,2016,Matze Rossi
1192,Bitch,2022,ELIF
1193,Mistvieh,2005,Fettes Brot
1194,Weib,1997,Rammstein
1195,Weib,1997,Rammstein
1196,Weib,1997,Rammstein
1197,Weib,2005,Rammstein
1198,Besserwisser,2023,Madsen
1199,Sau,2016,Jennifer Rostock
1200,Schlampe,2020,Die Sterne
1201,Sau,2018,Theodor Shitstorm
1202,Nestbeschmutzer,2019,Thees Uhlmann
1203,Hurensohn,2018,Husten
1204,Hurensohn,2018,Husten
1205,Hurensohn,2018,Husten
1206,Idiot,2006,FOTOS
1207,Idiot,2006,FOTOS
1208,Nutte,2020,Helgen
1209,Schwuchtel,2021,Milliarden
1210,Schwein,2021,Milliarden
1211,Schwein,2005,Ich + Ich
1212,Sack,2005,Ich + Ich
1213,Mistvieh,2005,Fettes Brot
1214,Schwein,2007,Nena
1215,Sack,2007,Nena
1216,Sau,2009,Sido
1217,Rüpel,2007,Sido
1218,Wichser,2008,Fettes Brot
1219,Wichser,2008,Fettes Brot
1220,Sack,2009,Sido
1221,Weib,2007,Wir sind Helden
1222,Sack,2012,Tic Tac Toe
1223,Spießer,2008,Dynamite Deluxe
1224,Sack,2000,Die Ärzte
1225,Idiot,2012,Tic Tac Toe
1226,Sack,2008,Thomas D
1227,Schwein,2003,Curse
1228,Depp,2003,Curse
1229,Schlampe,2006,LaFee
1230,Schlampe,2006,LaFee
1231,Tagedieb,2004,Die Toten Hosen
1232,Luder,2002,Die Toten Hosen
1233,Luder,2002,Die Toten Hosen
1234,Hure,2007,Sebastian Hämer
1235,Wichser,2017,Nena
1236,Wichser,2017,Nena
1237,Hure,2006,Rapsoul
1238,Bonze,2006,Rapsoul
1239,Sack,2006,Valentin Stilu
1240,Sack,2006,Valentin Stilu
1241,Schwein,2009,Culcha Candela
1242,Fotze,2014,Andreas Dorau
1243,Bastard,2014,Andreas Dorau
1244,Nutte,2014,Andreas Dorau
1245,Schwein,2005,Dorau
1246,Sack,2005,Dorau
1247,Prolet,2004,Eko Fresh
1248,Stenz,2004,Eko Fresh
1249,Nutte,2004,Eko Fresh
1250,Trottel,2004,Eko Fresh
1251,Trottel,2004,Eko Fresh
1252,Stenz,2004,Eko Fresh
1253,Wichser,2004,Eko Fresh
1254,Wichser,2004,Eko Fresh
1255,Wichser,2004,Eko Fresh
1256,Wichser,2004,Eko Fresh
1257,Kümmeltürke,2004,Eko Fresh
1258,Sau,2004,Eko Fresh
1259,Idiot,2004,Eko Fresh
1260,Schlampe,2006,Liza Li
1261,Sack,2014,Hämatom
1262,Strolch,2008,In Extremo
1263,Strolch,2008,In Extremo
1264,Luder,2012,Megaherz
1265,Luder,2012,Megaherz
1266,Nutte,2012,Megaherz
1267,Luder,2012,Megaherz
1268,Luder,2012,Megaherz
1269,Weib,2012,Megaherz
1270,Schlampe,2012,Eisbrecher
1271,Schlampe,2012,Eisbrecher
1272,Nazi,2015,Adam Angst
1273,Nazi,2015,Adam Angst
1274,Schwein,2011,Broilers
1275,Bursche,2014,Coppelius
1276,Schwein,2014,Coppelius
1277,Wurm,2014,Coppelius
1278,Wurm,2014,Coppelius
1279,Pedant,2014,Coppelius
1280,Wurm,2014,Coppelius
1281,Bastard,2013,Coppelius
1282,Sau,2016,Sondaschule
1283,Arschloch,2016,Serum 114
1284,Bastard,2012,Callejon
1285,Hexe,2013,In Extremo
1286,Hexe,2013,In Extremo
1287,Hexe,2013,In Extremo
1288,Hexe,2013,In Extremo
1289,Sack,2010,Störte.Priester
1290,Schwein,2011,Broilers
1291,Sack,2011,Broilers
1292,Sack,2002,Sondaschule
1293,Schwein,2002,Sondaschule
1294,Sack,2002,Sondaschule
1295,Schwein,2002,Sondaschule
1296,Sau,2002,Sondaschule
1297,Trottel,2023,Swiss & Die Andern
1298,Trottel,2023,Swiss & Die Andern
1299,Idiot,2023,Swiss & Die Andern
1300,Sack,1999,Die Kassierer
1301,Sau,1999,Die Kassierer
1302,Sack,2003,Die Kassierer
1303,Hurensohn,1999,Die Kassierer
1304,Wichser,1999,Die Kassierer
1305,Wichser,1999,Die Kassierer
1306,Nutte,1999,Die Kassierer
1307,Sau,1994,Wizo
1308,Sau,1994,Wizo
1309,Sau,1994,Wizo
1310,Sau,1994,Wizo
1311,Sau,1994,Wizo
1312,Sau,1994,Wizo
1313,Sau,1994,Wizo
1314,Sau,1994,Wizo
1315,Sau,1994,Wizo
1316,Sau,1994,Wizo
1317,Sau,1994,Wizo
1318,Sau,1994,Wizo
1319,Sau,1994,Wizo
1320,Sau,1994,Wizo
1321,Idiot,2017,Prinz Pi
1322,Idiot,2017,Prinz Pi
1323,Nazi,2023,Prinz Pi
1324,Idiot,2023,Prinz Pi
1325,Idiot,2023,Prinz Pi
1326,Wichser,2023,Prinz Pi
1327,Wichser,2023,Prinz Pi
1328,Wichser,2023,Prinz Pi
1329,Wichser,2023,Prinz Pi
1330,Wichser,2019,KUMMER
1331,Wichser,2019,KUMMER
1332,Wichser,2019,KUMMER
1333,Wichser,2019,KUMMER
1334,Wichser,2019,KUMMER
1335,Wichser,2019,KUMMER
1336,Wichser,2019,KUMMER
1337,Wichser,2019,KUMMER
1338,Wichser,2019,KUMMER
1339,Wichser,2019,KUMMER
1340,Wichser,2019,KUMMER
1341,Wichser,2019,KUMMER
1342,Wichser,2019,KUMMER
1343,Wichser,2019,KUMMER
1344,Spießer,2012,SDP
1345,Spießer,2021,Jan Delay
1346,Trottel,1996,Fettes Brot
1347,Trottel,1996,Fettes Brot
1348,Nutte,2014,Sido
1349,Sack,2012,Sido
1350,Wichser,2006,Jan Delay
1351,Wichser,2006,Jan Delay
1352,Schlampe,2016,SSIO
1353,Hure,2016,SSIO
1354,Nutte,2016,SSIO
1355,Nutte,2016,SSIO
1356,Nutte,2016,SSIO
1357,Nutte,2016,SSIO
1358,Nutte,2016,SSIO
1359,Nutte,2016,SSIO
1360,Hure,2016,SSIO
1361,Sau,1999,Beginner
1362,Idiot,2016,Samy Deluxe
1363,Stümper,1998,Fettes Brot
1364,Rotzlöffel,2013,Die Firma
1365,Griesgram,1998,Fettes Brot
1366,Bitch,2014,Spax
1367,Fotze,2014,Spax
1368,Schwein,1998,Freundeskreis
1369,Wichser,1998,Freundeskreis
1370,Wichser,1998,Freundeskreis
1371,Fuzzi,1998,Freundeskreis
1372,Schwein,1998,Freundeskreis
1373,Softie,1998,Freundeskreis
1374,Schwuchtel,1998,Freundeskreis
1375,Idiot,1998,Freundeskreis
1376,Schwein,1998,Freundeskreis
1377,Nutte,2013,Toni-L
1378,Nutte,2013,Toni-L
1379,Faulpelz,2015,ASD
1380,Wichser,2021,Megaloh
1381,Wichser,2021,Megaloh
1382,Fotze,2021,Megaloh
1383,Spießer,2015,ASD
1384,Neger,2015,Afrob
1385,Ignorant,2022,DJ Ötzi
1386,Hurensohn,2017,DJ Ötzi
1387,Nutte,2017,DJ Ötzi
1388,Sack,2017,DJ Ötzi
1389,Nutte,2017,DJ Ötzi
1390,Sau,2017,DJ Ötzi
1391,Lauch,2017,DJ Ötzi
1392,Hurensohn,2017,DJ Ötzi
1393,Nutte,2017,DJ Ötzi
1394,Sack,2017,DJ Ötzi
1395,Nutte,2017,DJ Ötzi
1396,Sau,2017,DJ Ötzi
1397,Lauch,2017,DJ Ötzi
1398,Schwein,2013,DJ Ötzi
1399,Schwein,2013,DJ Ötzi
1400,Schwein,2013,DJ Ötzi
1401,Hurensohn,2013,DJ Ötzi
1402,Nutte,2013,DJ Ötzi
1403,Sack,2013,DJ Ötzi
1404,Nutte,2013,DJ Ötzi
1405,Sau,2013,DJ Ötzi
1406,Lauch,2013,DJ Ötzi
1407,Nutte,2010,DJ Ötzi
1408,Bastard,2010,DJ Ötzi
1409,Bastard,2010,DJ Ötzi
1410,Rowdy,2002,DJ Ötzi
1411,Rowdy,2002,DJ Ötzi
1412,Weib,2020,Rammstein
1413,Fotze,2017,Trailerpark
1414,Nutte,2017,Trailerpark
1415,Krüppel,2017,Trailerpark
1416,Bitch,2017,Trailerpark
1417,Schlampe,2017,Trailerpark
1418,Sack,2017,Trailerpark
1419,Hure,2017,Trailerpark
1420,Schlampe,2017,Trailerpark
1421,Nutte,2017,Trailerpark
1422,Nutte,2017,Trailerpark
1423,Spießer,2014,Trailerpark
1424,Schlampe,2014,Trailerpark
1425,Arschloch,2014,Trailerpark
1426,Fotze,2014,Trailerpark
1427,Arschloch,2014,Trailerpark
1428,Schlampe,2014,Trailerpark
1429,Hurensohn,2014,Trailerpark
1430,Schlampe,2014,Trailerpark
1431,Fotze,2014,Trailerpark
1432,Lauch,2014,Trailerpark
1433,Fotze,2014,Trailerpark
1434,Wichser,2014,Trailerpark
1435,Wichser,2014,Trailerpark
1436,Fotze,2014,Trailerpark
1437,Schwuchtel,2014,Trailerpark
1438,Nutte,2014,Trailerpark
1439,Nutte,2014,Trailerpark
1440,Ungeheuer,2014,Glasperlenspiel
1441,Sack,2014,Glasperlenspiel
1442,Nazi,2006,Silbermond
1443,Lauch,2018,Nena
1444,Bonze,2018,Nena
1445,Trottel,2018,Nena
1446,Trottel,2018,Nena
1447,Sau,2018,Nena
1448,Bitch,2018,Nena
1449,Depp,2018,Nena
1450,Warmduscher,2018,Nena
1451,Hurensohn,2018,Nena
1452,Hurensohn,2018,Nena
1453,Schwein,2018,Nena
1454,Sack,2018,Nena
1455,Schlampe,2018,Nena
1456,Idiot,2018,Nena
1457,Hure,2018,Nena
1458,Hure,2018,Nena
1459,Bitch,2018,Nena
1460,Hurensohn,2018,Nena
1461,Bastard,2018,Nena
1462,Schwein,2018,Nena
1463,Nutte,2018,Nena
1464,Weib,1999,Nena
1465,Wichser,1999,Nena
1466,Wichser,1999,Nena
1467,Wichser,1999,Nena
1468,Wichser,1999,Nena
1469,Weib,1999,Nena
1470,Vollpfosten,1999,Nena
1471,Hure,1999,Nena
1472,Schwachkopf,1999,Nena
1473,Weib,1999,Nena
1474,Trottel,1999,Nena
1475,Trottel,1999,Nena
1476,Schwein,1999,Nena
1477,Sau,1999,Nena
1478,Weib,1999,Nena
1479,Bastard,1999,Nena
1480,Schwein,1999,Nena
1481,Fotze,1999,Nena
1482,Sau,1999,Nena
1483,Fotze,1999,Nena
1484,Schwein,1999,Nena
1485,Idiot,1999,Nena
1486,Hurensohn,1999,Nena
1487,Sack,1999,Nena
1488,Bastard,1999,Nena
1489,Schlampe,1997,Nena
1490,Bitch,1997,Nena
1491,Hurensohn,1997,Nena
1492,Weib,1997,Nena
1493,Weib,1997,Nena
1494,Weib,1997,Nena
1495,Weib,1997,Nena
1496,Weib,1997,Nena
1497,Weib,1997,Nena
1498,Weib,1997,Nena
1499,Weib,1997,Nena
1500,Weib,1997,Nena
1501,Weib,1997,Nena
1502,Narr,1997,Nena
1503,Neger,1997,Nena
1504,Schwachkopf,1997,Nena
1505,Bursche,1997,Nena
1506,Weib,1997,Nena
1507,Weib,1997,Nena
1508,Weib,1997,Nena
1509,Weib,1997,Nena
1510,Weib,1997,Nena
1511,Weib,1997,Nena
1512,Weib,1997,Nena
1513,Weib,1997,Nena
1514,Weib,1997,Nena
1515,Narr,1997,Nena
1516,Neger,1997,Nena
1517,Schwachkopf,1997,Nena
1518,Bursche,1997,Nena
1519,Weib,1997,Nena
1520,Weib,1997,Nena
1521,Weib,1997,Nena
1522,Weib,1997,Nena
1523,Weib,1997,Nena
1524,Weib,1997,Nena
1525,Weib,1997,Nena
1526,Weib,1997,Nena
1527,Weib,1997,Nena
1528,Narr,1997,Nena
1529,Neger,1997,Nena
1530,Schwachkopf,1997,Nena
1531,Bursche,1997,Nena
1532,Sack,1995,Nena
